Postdate,Display name,Username,Content,Likes,Comments,Retweets,Reach
2023-03-13T18:34:07.000Z,OtownGist,@Otowngist,"The Ebonyi Chapter of the Peoples Democratic Party, on Monday, paid a condolence visit to the home of one of its chieftains shot dead by gunmen during the February 25, 2023 elections in the state.

The victim, Mr Ozoemena Nkwuda, who was said to be the

https://otowngist.com/?p=168916",,,1,7
2023-03-13T18:32:14.000Z,NASIR TATA,@Nasie001,"Some people have destroyed so many relationships because of the 2023elections, this statement by PObi simply explains it all. If you like go and be obeying politicians like a zombie, they will never fight themselves because of you period.",1,,1,48
2023-03-13T18:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,23
2023-03-13T18:04:10.000Z,Mypaddimedia,@mypaddi_media,"Micheal Okpara University of Agriculture, Umudike (MOUAU) extends her break due to the 2023 Elections, to 19th of March, 2023.

Whereas school activities will commence fully on 20th of March, 2023.
#mouau",1,,,22
2023-03-13T18:00:09.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,24
2023-03-13T17:54:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,22
2023-03-13T17:49:01.000Z,Kader Sevinç l Yurttaş K,@Kader_Sevinc,"According to a recent poll, Turkish President  Erdogan is behind the opposition by over 10 points in the run-up to the May 2023 elections. 

Reuters:",12,1,,"1,504"
2023-03-13T17:48:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,19
2023-03-13T17:47:11.000Z,Mania Tek,@ManiaTek1,"Not here to banter words,IPOB av double agents & sabo till this moment,People like you re still in IPOB,MNK is known figure & was running 4 safety in Kenya yet  insiders took money from politicians for  Anambra/2023 elections sold him that brought autopilot",,,,8
2023-03-13T17:42:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-13T17:36:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-13T17:34:33.000Z,Marcus Croft,@MarcusCroft13,"Alberta is going to be leaving Canada after our May 2023 elections.  Is that a fact, or should I wake up?",,,,27
2023-03-13T17:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,10
2023-03-13T17:18:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-13T17:17:58.000Z,Kanyinulia,@Kanyinulia,2023 Elections: Nigerian Army not perturbed by politically motivated fake news,,,,14
2023-03-13T17:17:58.000Z,Kanyi Daily News #NigeriaDecides2023,@KanyiDaily,2023 Elections: Nigerian Army not perturbed by politically motivated fake news,,,,106
2023-03-13T17:14:35.000Z,ireporteronline,@iReporteronline,2023 Elections: What Wike Did To Me In Rivers – Obi,,,,9
2023-03-13T17:13:30.000Z,Nnayelugo,@Eloka51,Don’t mention… Igbo people don’t know what PO and this 2023 elections has done for them.,7,,5,836
2023-03-13T17:12:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-13T17:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-13T17:00:05.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-13T16:55:17.000Z,Temitopę,@TycoonRazzi,Unpopular 2023 elections opinion that would get you in this position?,50,16,57,11.8K
2023-03-13T16:54:22.000Z,Osamudiamen,@NiIbaromi,Easterners voted Obj because he was in PDP-their lovers from ages. Even a goat under pdp will win a human being in another party in SE prior to 2023 elections.,5,3,,465
2023-03-13T16:54:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-13T16:50:11.000Z,Celebritybox9ja,@celebritybox9ja,"#desmondelliot also goes to church to campaign. 

O TI ZEH

#2023elections #celebritybox9ja",,,,21
2023-03-13T16:49:05.000Z,Deji,@SeedorDeji,"Easy plot to divide the Yorubas, they have forgotten bunch of brooms will remain unbreakable and that's what The Yorubas will remain... 2023 elections have thought us alot about those we take as brothers form east.. Lessons well learn",3,,1,27
2023-03-13T16:48:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-13T16:24:03.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-13T16:18:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-13T16:15:29.000Z,Nairametrics,@Nairametrics,2023 Elections:  JAMB postpones mock examination to March 30  - https://nairametrics.com/2023/03/13/2023-elections-jamb-postpones-mock-examination-to-march-30/…,,,,"1,470"
2023-03-13T16:15:03.000Z,PRINCIPALITIES AND POWERS,@okuko4,"Animal talk don start again... Animal in human skin... Eye neck president tinubu 
@officialABAT
 can't stand up on his own like the criminal manhood yakubu who rigged the 2023 elections via 
@inecnigeria
 #EndSars #ObiIsComing #ObiWon #Obidients #TakeBackEdo #TakeBackNaija",,,1,57
2023-03-13T16:12:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
2023-03-13T16:07:27.000Z,Yamenah Kutubu Jalloh,@JallohKutubu,"Congratulations Dr Samura Mathew Wilson Kamara our President in the waiting for choosing Honourable chernoh Maju Bah as Running Mate for the June 24th , 2023 elections .
APC BACK TO POWER 2023",1,,,15
2023-03-13T16:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
2023-03-13T16:03:56.000Z,HIS EXCELLENCY,@nten_ekpang,"Law Number 1 of 2023 Elections:

Whenever  
@PeterObi
 name is mentioned, there is a concomitant pressing of agbadorian necks",,,,13
2023-03-13T16:00:08.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
2023-03-13T15:58:21.000Z,Muhammad Awais,@MAwais004,Then let's see in 2023 elections,,,,22
2023-03-13T15:54:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-13T15:48:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-13T15:28:41.000Z,Eben,@EbenezarWikina,Join us this Thursday - https://twitter.com/i/spaces/1YpKkgmRRQjKj…,2,,1,206
2023-03-13T15:24:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-13T15:22:17.000Z,KAPA,@KentuckyPA,KAPA 2023 Elections to vote visit:  https://cognitoforms.com/AgentisManagement1/KAPA20232024BoardOfDirectorsNominations…,,,,10
2023-03-13T15:18:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
2023-03-13T15:17:58.000Z,LAW FM 103.9,@lawfm_radio,"“Our presidential candidate would have congratulated the declared winner if we believed that due process was followed.” - 
@YunusaTanko
, Labour Party Presidential Campaign Council Chief Spokesperson on #PowerCorridor with 
@gbolaoba
 

#LAWFM #radio #2023Elections",4,,3,125
2023-03-13T15:12:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-13T15:10:03.000Z,chuks eugene OBEDIENT,@chukseugenebig,"Jubrin Samuel Okutepa SAN,  from Idah Kogi State, rejected the appointment as one of the legal advocates to defend Asiwaju Bola Ahmed Tinubu's mandate at the Election Tribunal due to irregularities  of the 2023 Elections.",2,,,222
2023-03-13T15:06:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-13T15:05:48.000Z,LagosLocalNews,@LagosLocalNews,"Wakili Kabiru-Muhammad has taken the Independent National Electoral Commission to the Election Tribunal over the purported omission of the party's logo.

https://lagoslocalnews.com/politics/nnpp-drags-inec-to-tribunal-over-omission-of-party-logo…

#2023Elections #Election #Lagoslocal",,,,5
Sponsored post,Peak Yoghurt,@PeakYoghurt,"It’s fun all around with the full house pack.

Share more with the Peak Yoghurt 1L full house pack.

#PeakYoghurt
#WeOnlyDoFresh",630,57,53,1.5M
2023-03-13T14:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-13T14:26:04.000Z,Abia Voters Alliance for Ikechi-AVAI,@AbiaAvai,"NKATALIKE DRUM FULL SUPPORT FOR EBE ESERE AZIZA, APC AHEAD OF THE MARCH 2023 ELECTIONS

PLEDGE BLOCK VOTES FOR IKECHI EMENIKE, HON ONYEDI

#AVAIMEDIA 
The APC Campaign team in continuation of their door to door Campaign reached out to the good people of Nkatalike,",3,1,1,30
2023-03-13T14:24:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,10
2023-03-13T14:23:43.000Z,Naija Infor,@Naijainfor,2023 Elections: INEC Meets Labour Party's Legal Team.,2,,,105
2023-03-13T14:18:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,10
2023-03-13T14:17:58.000Z,SwitSalone.com,@SwitSalone,"The Presidential Candidate of the main opposition All People’s Congress (APC) party, Dr. Samura Kamara has appointed Hon. 

#2023Elections #APC #Chericoco #DrSamuraKamara #ElectioninSierraLeone #HonChernorMajuBah #SierraLeone #Salonetwitter #news

https://switsalone.com/44105_breaking-news-apcs-samura-kamara-appoints-chericoco-as-running-mate-for-2023-elections/…",3,,1,257
2023-03-13T14:16:31.000Z,Abdulmajid,@jinkankaduna,We can trust Inec anymore. For the past for years you have been planning for 2023 elections only for you to mess up.,,,,8
2023-03-13T14:14:48.000Z,Project Vote 263 #RegisterToVoteZW,@ProjectVote263,"High turn out at the 
@ZECzim
 Egodini tent Bulawayo today. Others are now leaving as the process is very slow .#VoteOrMissOut  #2023Elections",80,8,34,"4,073"
2023-03-13T14:13:35.000Z,Victor Koreyo,@victorkoreyo,"on 18/3/2023. 
@inecnigeria
deliberately transfer him to favor that grab of Democratic power by agreement of 2015 between President Muhammadu Buhari and Mr. Tinubu. 
@CanadianPM
@WhiteHouse
Why Our ICT Director Was Redeployed Before 2023 Elections – INEC",,,,8
Sponsored post,betBonanza,@betBonanza,"Barca VS R. Madrid El Clasico Boosted Odds          

Bet “Barca to win and Goal-Goal” at 20.00 odds (Only on betBonanza)                          

Sign up & play here >>",195,14,13,138.3K
2023-03-13T14:12:03.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-13T14:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,10
2023-03-13T13:37:48.000Z,AllNews Nigeria,@allnewsngr,"2023 Elections: INEC Meets Labour Party's Legal Team, Reveals Next Move",,,1,61
2023-03-13T13:36:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-13T13:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-13T13:28:58.000Z,Darlington N,@Blygn93,"I was thinking about moving Nigeria forward but I have discovered this isn't just Africa, this is Nigeria and we do things differently. If with everything that happened in 2023 elections ECOWAS gave Buhari democracy award, u are wasting ur time",,1,,26
2023-03-13T13:24:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,10
2023-03-13T13:18:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,10
2023-03-13T13:15:05.000Z,EU-SDGN,@EU_SDGN,"With funding from the #EuropeanUnion, TAF Africa is set to deploy inclusivity technology that will provide real-time data on Persons with Disabilities during the governorship election.

#EUinNigeria
#2023Election
#2023Elections
#EU4Democracy
#EU4DemocracyNG
#NigeriaElections2023…",11,3,6,398
2023-03-13T13:12:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
Sponsored post,betBonanza,@betBonanza,"Barca VS R. Madrid El Clasico Boosted Odds          

Bet “Barca to win and Goal-Goal” at 20.00 odds (Only on betBonanza)                
                
Sign up & play here >>",233,7,10,187.3K
2023-03-13T13:09:05.000Z,Butchi,@Butchirosy,"Winning is different from rigging. Nigerians believed in Buhari in 2015. He won. The election was conducted under a man Nigeria called failure, yet he conducted an election that ousted him. But Buhari conducted 2, 2019 and 2023, elections that are flawed. Buhari is a calamity.",,1,,36
2023-03-13T13:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-13T12:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-13T12:28:25.000Z,Melody Chakatsva,@MelodyChakatsva,"The US Embassy STILL pretending not to want to be involved in the #Zimbabwe 2023 elections while they wait for #Chamisa to launch his Presidential Campaign.

Kana tichishaura!",2,,1,384
2023-03-13T12:24:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-13T12:19:10.000Z,thepledgeng,@thepledgeng,"2023 Elections: Falana Decries Voter Apathy, Urges Police To Engage Stakeholders",1,,,3
2023-03-13T12:18:10.000Z,Alfred-Irabor Evelyn,@AlfredIraborEv1,# INEC and Nigeria Decides 2023elections#,1,,,22
2023-03-13T12:18:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-13T12:12:03.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-13T12:06:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
Sponsored post,Zabira.ng,@TheZabira,"Sign up today and enjoy an instant, safe and secured transaction on Zabira.  Stand a chance to win 5k when you trade.",330,49,24,512.1K
2023-03-13T12:00:56.000Z,Susan,@SusanHenshaw50,"Anambra: Rigging capital of the 2023 elections, hands down.",16,5,1,"1,764"
2023-03-13T12:00:08.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-13T11:36:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,6
2023-03-13T11:33:31.000Z,Na Your News,@NaYourNews1,Why Our ICT Director Was Redeployed Before 2023 Elections – INEC -,,,,1
2023-03-13T11:32:14.000Z,HulkHogan,@DasFreidenker,"Nigerians did NOT vote for Bola Ahmed Tinubu. He was RIGGED by INEC. So he is not a legitimate President-elect.
Comparing a US-indicted drug baron with Chief Obafemi Awolowo is an INSULT to the Yoruba nation!Awolowo won elections.MKO won 1993 elections.Tinubu lost 2023 elections.",,1,,131
